Account ID,Account Name,Instance ID,Instance name,Instance type,OS,Region,user: Tag1,user: Environment,aws:createdBy,Total running hours,RI Hours,On-Demand hours,Savings Plans hours, CPU Utilization ,Memory Utilization,Disk Utilization,EBS Read Throughput (Ops/s),EBS Write Throughput (Ops/s),EBS Read Bandwidth (KiB/s),EBS Write Bandwidth (KiB/s),Recommended Action,Recommended Instance Type 1, Recommended Instance Type 1 Estimated Savings , Recommended Instance Type 1 Projected CPU ,Recommended Instance Type 1 Projected Memory,Recommended Instance Type 1 Projected Disk,Recommended Instance Type 2, Recommended Instance Type 2 Estimated Savings , Recommended Instance Type 2 Projected CPU ,Recommended Instance Type 2 Projected Memory,Recommended Instance Type 2 Projected Disk,Recommended Instance Type 3, Recommended Instance Type 3 Estimated Savings , Recommended Instance Type 3 Projected CPU ,Recommended Instance Type 3 Projected Memory,Recommended Instance Type 3 Projected Disk
8.36E+11,WA Cost Labs,i-091005,name 2309,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 2309,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,5,,,0,7.693333333,0,,Modify,t3.micro,$8.58 ,5,,,t3.nano,$12.87 ,5,,,,,,,
8.36E+11,WA Cost Labs,i-091020,name 2310,t2.micro,Linux/UNIX,US East (N. Virginia),TagValue 2310,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,29,,,0,6.313333333,0,,Modify,t2.nano,$4.15 ,29,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091063,name 2311,t2.micro,Linux/UNIX,Asia Pacific (Mumbai),TagValue 2311,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,39.67,,,0,7.953333333,0,,Modify,t2.nano,$4.45 ,39.67,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-09112,name 2312,c5d.2xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2312,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.138611,0,0.138611,0,14,,,0,7.353333333,0,,Modify,c5d.xlarge,$0.06 ,28,,,c5d.large,$0.09 ,56,,,,,,,
8.36E+11,WA Cost Labs,i-091157,name 2313,c4.4xlarge,Red Hat Enterprise Linux,EU (Frankfurt),TagValue 2313,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,20.58,,,0,5.716666667,0,,Modify,c4.2xlarge,$326.22 ,41.17,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091216,name 2314,t2.micro,Linux/UNIX,US East (N. Virginia),TagValue 2314,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,12.67,,,0,0.993333333,0,,Modify,t2.nano,$4.16 ,12.67,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091283,name 2315,t2.micro,Linux/UNIX,US East (N. Virginia),TagValue 2315,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,0.68,,,0.18,7.793333333,3.738404948,,Terminate,,$8.32 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091288,name 2316,m5.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2316,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,1,329,0,4,,,0,1.18,0,,Modify,m5.large,$68.62 ,8,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091361,name 2317,r5.4xlarge,Linux/UNIX,US East (Ohio),TagValue 2317,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,329,0,0,27,,,0,0.993333333,0,,Modify,r5.2xlarge, $-   ,54,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091376,name 2318,t3.medium,Linux/UNIX,Asia Pacific (Sydney),TagValue 2318,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,330,0,0,37,,,0.66,10.00333333,17.06441406,,Modify,t3.small, $-   ,37,,,t3.micro, $-   ,37,,,t3.nano,($0.61),37,,
8.36E+11,WA Cost Labs,i-091395,name 2319,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 2319,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.279722,0,0.279722,0,0.83,,,0,0.993333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091439,name 2320,c4.2xlarge,Linux/UNIX,EU (Frankfurt),TagValue 2320,DEV,AssumedRole:AROA3JCGXXXXXXXX,1.350556,0,1.350556,0,33.02,,,0,0.993333333,0,,Modify,c4.xlarge,$0.67 ,66.04,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091529,name 2321,t2.medium,Red Hat Enterprise Linux,US East (N. Virginia),TagValue 2321,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,24.41,,,0,1.19,0,,Modify,t2.small,$16.73 ,48.81,,,t2.micro,$24.87 ,48.81,,,,,,,
8.36E+11,WA Cost Labs,i-091582,name 2322,m4.2xlarge,Linux/UNIX,EU (Ireland),TagValue 2322,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,330,0,0,20.02,,,0,6.16,0,,Modify,m4.xlarge, $-   ,40.04,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091683,name 2323,m4.2xlarge,Windows (Amazon VPC),US East (Ohio),TagValue 2323,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,29.39,,,0.013333333,6.32,0.190734863,,Modify,m4.xlarge,$275.31 ,58.77,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091701,name 2324,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 2324,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.281111,0,0.281111,0,1,,,0,7.693333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091752,name 2325,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2325,DEV,IAMUser:AIDAJJB63XXXXXXXX,1.932222,0,1.932222,0,21.42,,,0,6.313333333,0,,Modify,c4.2xlarge,$1.90 ,42.83,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091826,name 2326,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2326,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.166667,0,0.166667,0,25.92,,,0,7.953333333,0,,Modify,c4.large,$0.04 ,51.83,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091839,name 2327,t2.small,Linux/UNIX,EU (Frankfurt),TagValue 2327,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,5,,,0,7.353333333,0,,Modify,t2.micro,$9.58 ,5,,,t2.nano,$14.37 ,5,,,,,,,
8.36E+11,WA Cost Labs,i-091842,name 2328,m5.xlarge,Linux/UNIX,US East (Ohio),TagValue 2328,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,16,,,0,5.716666667,0,,Modify,m5.large,$68.83 ,32,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091866,name 2329,t3.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2329,DEV,IAMUser:AIDAJJB63XXXXXXXX,12,0,12,0,22,,,0,0.993333333,0,,Modify,t3.large,$2.17 ,44,,,t3.nano,$4.20 ,44,,,t3.small,$3.80 ,44,,
8.36E+11,WA Cost Labs,i-091897,name 2330,t2.medium,Linux/UNIX,EU (Ireland),TagValue 2330,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.169167,0,0.169167,0,1.58,,,0.18,7.793333333,3.738404948,,Modify,t2.small,$0.01 ,3.17,,,t2.nano,$0.02 ,3.17,,,t2.micro,$0.01 ,3.17,,
8.36E+11,WA Cost Labs,i-091913,name 2331,t3.small,Windows (Amazon VPC),US East (N. Virginia),TagValue 2331,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,27,,,0,1.18,0,,Modify,t3.micro,$14.05 ,27,,,t3.nano,$21.08 ,27,,,,,,,
8.36E+11,WA Cost Labs,i-091941,name 2332,t3.medium,Linux/UNIX,US East (N. Virginia),TagValue 2332,DEV,AssumedRole:AROA3JCGXXXXXXXX,12,1,11,0,28,,,0,0.993333333,0,,Modify,t3.small,$0.50 ,28,,,t3.micro,$0.75 ,28,,,t3.nano,$0.87 ,28,,
8.36E+11,WA Cost Labs,i-091943,name 2333,t3.medium,Linux/UNIX,US East (N. Virginia),TagValue 2333,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,327,3,0,30,,,0.66,10.00333333,17.06441406,,Modify,t3.small,$0.14 ,30,,,t3.nano,$0.24 ,30,,,t3.micro,$0.20 ,30,,
8.36E+11,WA Cost Labs,i-09198,name 2334,m5.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2334,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,1,329,0,22,,,0,0.993333333,0,,Modify,m5.large,$68.62 ,44,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-091994,name 2335,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 2335,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.280556,0,0.280556,0,0.83,,,0,0.993333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-092057,name 2336,c5.xlarge,Red Hat Enterprise Linux,Asia Pacific (Singapore),TagValue 2336,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,6,,,0,1.19,0,,Modify,c5.large,$70.26 ,12,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-09211,name 2337,r4.2xlarge,Linux/UNIX,Canada (Central),TagValue 2337,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,330,0,0,15.06,,,0,6.16,0,,Modify,r4.xlarge, $-   ,30.13,,,r4.large, $-   ,60.25,,,,,,,
8.36E+11,WA Cost Labs,i-092114,name 2338,t3.small,Linux/UNIX,US East (Ohio),TagValue 2338,DEV,AssumedRole:AROA3JCGXXXXXXXX,1.697778,0,1.697778,0,18,,,0.013333333,6.32,0.190734863,,Modify,t3.micro,$0.04 ,18,,,t3.nano,$0.06 ,18,,,,,,,
8.36E+11,WA Cost Labs,i-092192,name 2339,t3.small,Linux/UNIX,US East (N. Virginia),TagValue 2339,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,329,0,0,2,,,0,7.693333333,0,,Modify,t3.micro, $-   ,2,,,t3.nano, $-   ,2,,,,,,,
8.36E+11,WA Cost Labs,i-092204,name 2340,t3.small,Linux/UNIX,EU (Ireland),TagValue 2340,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,330,0,0,2,,,0,6.313333333,0,,Modify,t3.micro, $-   ,2,,,t3.nano, $-   ,2,,,,,,,
8.36E+11,WA Cost Labs,i-092207,name 2341,c3.xlarge,Red Hat Enterprise Linux,US West (Oregon),TagValue 2341,DEV,IAMUser:AIDAJJB63XXXXXXXX,98,0,98,0,7.13,,,0,7.953333333,0,,Modify,c3.large,$22.36 ,14.25,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-092228,name 2342,t2.small,Linux/UNIX,EU (Frankfurt),TagValue 2342,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,11.83,,,0,7.353333333,0,,Modify,t2.micro,$9.58 ,11.83,,,t2.nano,$14.37 ,11.83,,,,,,,
8.36E+11,WA Cost Labs,i-092240,name 2343,t2.small,Linux/UNIX,US East (N. Virginia),TagValue 2343,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,15.93,,,0,5.716666667,0,,Modify,t2.micro,$8.17 ,15.93,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-092250,name 2344,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2344,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.073333,0,0.073333,0,2.82,,,0,0.993333333,0,,Modify,c4.2xlarge,$0.07 ,5.65,,,c4.xlarge,$0.11 ,11.29,,,c4.large,$0.13 ,22.58,,
8.36E+11,WA Cost Labs,i-092304,name 2345,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2345,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.173333,0,0.173333,0,21.4,,,0.18,7.793333333,3.738404948,,Modify,c4.2xlarge,$0.17 ,42.8,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-092399,name 2346,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2346,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.128056,0,0.128056,0,6.14,,,0,1.18,0,,Modify,c4.2xlarge,$0.13 ,12.27,,,c4.xlarge,$0.19 ,24.54,,,c4.large,$0.22 ,49.08,,
8.36E+11,WA Cost Labs,i-092441,name 2347,t3.micro,Linux/UNIX,EU (Frankfurt),TagValue 2347,DEV,IAMUser:AIDAJJB63XXXXXXXX,1.600833,0,1.600833,0,22,,,0,0.993333333,0,,Modify,t3.nano,$0.02 ,22,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-092534,name 2348,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2348,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.117778,0,0.117778,0,6.16,,,0.66,10.00333333,17.06441406,,Modify,c4.2xlarge,$0.12 ,12.31,,,c4.xlarge,$0.17 ,24.63,,,c4.large,$0.20 ,49.25,,
8.36E+11,WA Cost Labs,i-092553,name 2349,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2349,DEV,IAMUser:AIDAJJB63XXXXXXXX,1.095556,0,1.095556,0,21.49,,,0,0.993333333,0,,Modify,c4.2xlarge,$1.08 ,42.98,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-092575,name 2350,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 2350,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,3,,,0,0.993333333,0,,Modify,t3.micro,$8.60 ,3,,,t3.nano,$12.91 ,3,,,,,,,
8.36E+11,WA Cost Labs,i-092581,name 2351,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2351,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.077222,0,0.077222,0,9.71,,,0,1.19,0,,Modify,c4.2xlarge,$0.08 ,19.42,,,c4.xlarge,$0.11 ,38.83,,,c4.large,$0.13 ,77.67,,
8.36E+11,WA Cost Labs,i-092593,name 2352,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 2352,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.279444,0,0.279444,0,0.17,,,0,6.16,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-092649,name 2353,t2.micro,Linux/UNIX,US East (N. Virginia),TagValue 2353,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,2.46,,,0.013333333,6.32,0.190734863,,Modify,t2.nano,$4.16 ,2.46,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-092659,name 2354,t3.medium,Linux/UNIX,EU (Frankfurt),TagValue 2354,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,4,,,0,7.693333333,0,,Modify,t3.small,$17.21 ,4,,,t3.micro,$25.81 ,4,,,t3.nano,$30.11 ,4,,
8.36E+11,WA Cost Labs,i-092681,name 2355,m4.2xlarge,Linux/UNIX,EU (Frankfurt),TagValue 2355,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,330,0,0,14.75,,,0,6.313333333,0,,Modify,m4.xlarge, $-   ,29.5,,,m4.large, $-   ,59,,,,,,,
8.36E+11,WA Cost Labs,i-092742,name 2356,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2356,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.134167,0,0.134167,0,14.73,,,0,7.953333333,0,,Modify,c4.2xlarge,$0.13 ,29.46,,,c4.xlarge,$0.20 ,58.92,,,,,,,
8.36E+11,WA Cost Labs,i-092781,name 2357,m5.xlarge,Red Hat Enterprise Linux,US East (N. Virginia),TagValue 2357,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,33,,,0,7.353333333,0,,Modify,m5.large,$68.83 ,66,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-092879,name 2358,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2358,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.071667,0,0.071667,0,3.39,,,0,5.716666667,0,,Modify,c4.2xlarge,$0.07 ,6.77,,,c4.xlarge,$0.11 ,13.54,,,c4.large,$0.12 ,27.08,,
8.36E+11,WA Cost Labs,i-092930,name 2359,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 2359,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.280278,0,0.280278,0,0.82,,,0,0.993333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-092931,name 2360,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2360,DEV,AssumedRole:AROA3JCGXXXXXXXX,1.088333,0,1.088333,0,21.86,,,0.18,7.793333333,3.738404948,,Modify,c4.2xlarge,$1.07 ,43.73,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-092944,name 2361,r5.4xlarge,Linux/UNIX,US East (Ohio),TagValue 2361,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,329,0,0,31,,,0,1.18,0,,Modify,r5.2xlarge, $-   ,62,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-09295,name 2362,t2.small,Linux/UNIX,US East (N. Virginia),TagValue 2362,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,6.95,,,0,0.993333333,0,,Modify,t2.micro,$8.15 ,6.95,,,t2.nano,$12.29 ,6.95,,,,,,,
8.36E+11,WA Cost Labs,i-092975,name 2363,r4.2xlarge,Linux/UNIX,EU (London),TagValue 2363,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,330,0,0,28.29,,,0.66,10.00333333,17.06441406,,Modify,r4.xlarge, $-   ,56.58,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-093049,name 2364,m5.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2364,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,1,329,0,9,,,0,0.993333333,0,,Modify,m5.large,$68.62 ,18,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-093196,name 2365,r4.4xlarge,SUSE Linux,EU (Ireland),TagValue 2365,DEV,IAMUser:AIDAJJB63XXXXXXXX,1,0,1,0,8.83,,,0,0.993333333,0,,Modify,r4.2xlarge,$1.29 ,17.67,,,r4.large,$2.25 ,70.67,,,r4.xlarge,$1.93 ,35.33,,
8.36E+11,WA Cost Labs,i-093244,name 2366,c4.4xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2366,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.294167,0,0.294167,0,19.31,,,0,1.19,0,,Modify,c4.2xlarge,$0.25 ,38.63,,,c4.xlarge,$0.38 ,77.25,,,,,,,
8.36E+11,WA Cost Labs,i-093266,name 2367,c4.xlarge,Linux/UNIX,EU (London),TagValue 2367,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.031944,0,0.031944,0,20.46,,,0,6.16,0,,Modify,c4.large,$0.01 ,40.92,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-09335,name 2368,r4.8xlarge,Linux/UNIX,EU (Ireland),TagValue 2368,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,265,65,0,11.18,,,0.013333333,6.32,0.190734863,,Modify,r4.4xlarge,$167.43 ,22.36,,,r4.2xlarge,$251.15 ,44.73,,,,,,,
8.36E+11,WA Cost Labs,i-093365,name 2369,t2.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2369,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,15.55,,,0,7.693333333,0,,Modify,t2.large,$66.53 ,31.1,,,t2.small,$116.58 ,62.2,,,t2.micro,$124.75 ,62.2,,
8.36E+11,WA Cost Labs,i-093420,name 2370,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2370,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.182222,0,0.182222,0,20.97,,,0,6.313333333,0,,Modify,c4.2xlarge,$0.18 ,41.94,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-093427,name 2371,t3.micro,Linux/UNIX,US East (N. Virginia),TagValue 2371,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,330,0,0, -   ,,,0,7.953333333,0,,Terminate,, $-   ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-093442,name 2372,c4.xlarge,Linux/UNIX,EU (London),TagValue 2372,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.038056,0,0.038056,0,9.88,,,0,7.353333333,0,,Modify,c4.large,$0.01 ,19.75,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-093491,name 2373,r4.xlarge,Windows (Amazon VPC),US East (N. Virginia),TagValue 2373,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,22.54,,,0,5.716666667,0,,Modify,r4.large,$160.83 ,45.08,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-093569,name 2374,c5d.2xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2374,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.058056,0,0.058056,0,9,,,0,0.993333333,0,,Modify,c5d.xlarge,$0.02 ,18,,,c5d.large,$0.04 ,36,,,,,,,
8.36E+11,WA Cost Labs,i-093583,name 2375,t2.medium,Linux/UNIX,US East (N. Virginia),TagValue 2375,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,329,0,0,26.67,,,0.18,7.793333333,3.738404948,,Modify,t2.small, $-   ,53.33,,,t2.micro, $-   ,53.33,,,t2.nano, $-   ,53.33,,
8.36E+11,WA Cost Labs,i-093706,name 2376,t2.small,Linux/UNIX,EU (Ireland),TagValue 2376,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,4.92,,,0,1.18,0,,Modify,t2.micro,$8.89 ,4.92,,,t2.nano,$13.41 ,4.92,,,,,,,
8.36E+11,WA Cost Labs,i-093791,name 2377,t3.2xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2377,DEV,IAMUser:AIDAJJB63XXXXXXXX,11,0,11,0,30,,,0,0.993333333,0,,Modify,t3.xlarge,$3.98 ,60,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-093820,name 2378,m5.xlarge,Windows (Amazon VPC),EU (Ireland),TagValue 2378,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,37,,,0.66,10.00333333,17.06441406,,Modify,m5.large,$142.68 ,74,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-093823,name 2379,m5.xlarge,Linux/UNIX,EU (Frankfurt),TagValue 2379,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,21,,,0,0.993333333,0,,Modify,m5.large,$82.20 ,42,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-093916,name 2380,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2380,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.1725,0,0.1725,0,14.21,,,0,0.993333333,0,,Modify,c4.large,$0.04 ,28.42,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-093950,name 2381,r4.2xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2381,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,39.83,,,0,1.19,0,,Modify,r4.xlarge,$190.71 ,79.67,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-093973,name 2382,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2382,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.0925,0,0.0925,0,15.05,,,0,6.16,0,,Modify,c4.2xlarge,$0.09 ,30.1,,,c4.xlarge,$0.14 ,60.21,,,,,,,
8.36E+11,WA Cost Labs,i-094015,name 2383,t3a.micro,Linux/UNIX,US East (N. Virginia),TagValue 2383,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,31,,,0.013333333,6.32,0.190734863,,Modify,t3a.nano,$3.36 ,31,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-094053,name 2384,t3.xlarge,Windows (Amazon VPC),US East (N. Virginia),TagValue 2384,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,23,,,0,7.693333333,0,,Modify,t3.large,$92.63 ,46,,,t3.medium,$129.05 ,46,,,t3.nano,$159.18 ,46,,
8.36E+11,WA Cost Labs,i-094066,name 2385,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2385,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.148056,0,0.148056,0,16.69,,,0,6.313333333,0,,Modify,c4.2xlarge,$0.15 ,33.38,,,c4.xlarge,$0.22 ,66.75,,,,,,,
8.36E+11,WA Cost Labs,i-094094,name 2386,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2386,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.516944,0,0.516944,0,21.46,,,0,7.953333333,0,,Modify,c4.large,$0.11 ,42.92,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-094104,name 2387,t3.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 2387,DEV,IAMUser:AIDAJJB63XXXXXXXX,6,0,6,0,27,,,0,7.353333333,0,,Modify,t3.large,$1.08 ,54,,,t3.small,$1.90 ,54,,,t3.medium,$1.63 ,54,,
8.36E+11,WA Cost Labs,i-094187,name 2388,m5.xlarge,Red Hat Enterprise Linux,US East (N. Virginia),TagValue 2388,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,114,215,0,36,,,0,5.716666667,0,,Modify,m5.large,$6.21 ,72,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-09419,name 2389,m4.2xlarge,Linux/UNIX,EU (Ireland),TagValue 2389,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,330,0,0,15.94,,,0,0.993333333,0,,Modify,m4.xlarge, $-   ,31.88,,,m4.large, $-   ,63.75,,,,,,,
8.36E+11,WA Cost Labs,i-09422,name 2390,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2390,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.785833,0,0.785833,0,7.81,,,0.18,7.793333333,3.738404948,,Modify,c4.2xlarge,$0.77 ,15.63,,,c4.xlarge,$1.16 ,31.25,,,c4.large,$1.35 ,62.5,,
8.36E+11,WA Cost Labs,i-094333,name 2391,t3.small,Linux/UNIX,US East (Ohio),TagValue 2391,DEV,IAMUser:AIDAJJB63XXXXXXXX,1.738889,0,1.738889,0,17,,,0,1.18,0,,Modify,t3.micro,$0.04 ,17,,,t3.nano,$0.06 ,17,,,,,,,
8.36E+11,WA Cost Labs,i-094409,name 2392,r4.8xlarge,Red Hat Enterprise Linux,US East (Ohio),TagValue 2392,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,12.78,,,0,0.993333333,0,,Modify,r4.4xlarge,$762.85 ,25.55,,,r4.2xlarge,"$1,144.28 ",51.1,,,,,,,
8.36E+11,WA Cost Labs,i-094430,name 2393,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2393,DEV,IAMUser:AIDAJJB63XXXXXXXX,1.099444,0,1.099444,0,19.78,,,0.66,10.00333333,17.06441406,,Modify,c4.2xlarge,$1.08 ,39.56,,,c4.xlarge,$1.62 ,79.13,,,,,,,
8.36E+11,WA Cost Labs,i-094437,name 2394,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 2394,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.077778,0,0.077778,0,4.83,,,0,0.993333333,0,,Modify,c4.2xlarge,$0.08 ,9.67,,,c4.large,$0.13 ,38.67,,,c4.xlarge,$0.11 ,19.33,,
